Subject	Trial	Event Type	Code	Time	TTime	Uncertainty...7	Duration	Uncertainty...9	ReqTime	ReqDur	Stim Type	Pair Index
SB3_021	1	Picture	ripnp	10141	0	1	50131	1	0	50000	other	0
SB3_021	2	Picture	ricordaneutralprova	60439	0	1	50131	1	0	50000	other	0
SB3_021	3	Picture	tre	110737	0	1	10026	1	0	10000	other	0
SB3_021	4	Picture	due	120930	0	1	10026	1	0	10000	other	0
SB3_021	5	Picture	uno	131124	0	1	10026	1	0	10000	other	0
SB3_021	6	Picture	zero	141317	0	1	10026	1	0	10000	other	0
SB3_021	7	Picture	neutraltest	151510	0	1	167	1	0	10	other	0
SB3_021	8	Picture	NMM	151845	0	1	20052	1	0	20000	other	0
SB3_021	9	Picture	fix1	172064	0	1	10026	1	0	10000	other	0
SB3_021	9	Response	1	176975	4911	0	NA	NA	NA	NA	NA	NA
SB3_021	10	Picture	NWK	182257	0	1	20052	1	0	20000	other	0
SB3_021	10	Response	2	193520	11262	0	NA	NA	NA	NA	NA	NA
SB3_021	11	Picture	fix1	202477	0	1	10026	1	0	10000	other	0
SB3_021	12	Picture	NMK	212670	0	1	20052	1	0	20000	other	0
SB3_021	12	Response	1	223119	10448	0	NA	NA	NA	NA	NA	NA
SB3_021	13	Picture	fix1	232890	0	1	10026	1	0	10000	other	0
SB3_021	14	Picture	NWBK	243083	0	1	20052	1	0	20000	other	0
SB3_021	14	Response	2	248244	5160	0	NA	NA	NA	NA	NA	NA
SB3_021	15	Picture	fix1	263303	0	1	10026	1	0	10000	other	0
SB3_021	16	Picture	ripfp	273496	0	1	50131	1	0	50000	other	0
SB3_021	17	Picture	ricordafacceprova	323794	0	1	50131	1	0	50000	other	0
SB3_021	18	Picture	tre	374092	0	1	10026	1	0	10000	other	0
SB3_021	19	Picture	due	384286	0	1	10026	1	0	10000	other	0
SB3_021	20	Picture	uno	394479	0	1	10026	1	0	10000	other	0
SB3_021	21	Picture	zero	404673	0	1	10026	1	0	10000	other	0
SB3_021	22	Picture	faccetest	414866	0	1	167	1	0	10	other	0
SB3_021	23	Picture	FMG	415200	0	1	20052	1	0	20000	other	0
SB3_021	23	Response	2	424715	9515	0	NA	NA	NA	NA	NA	NA
SB3_021	24	Picture	fix1	435420	0	1	10026	1	0	10000	other	0
SB3_021	25	Picture	FWR	445613	0	1	20052	1	0	20000	other	0
SB3_021	25	Response	2	453016	7403	0	NA	NA	NA	NA	NA	NA
SB3_021	26	Picture	fix1	465832	0	1	10026	1	0	10000	other	0
SB3_021	27	Picture	HWG	476026	0	1	20053	1	0	20000	other	0
SB3_021	27	Response	1	481429	5403	0	NA	NA	NA	NA	NA	NA
SB3_021	28	Picture	fix1	496245	0	1	10026	1	0	10000	other	0
SB3_021	29	Picture	HMR	506439	0	1	20053	1	0	20000	other	0
SB3_021	29	Response	1	513104	6666	0	NA	NA	NA	NA	NA	NA
SB3_021	30	Picture	fix1	526658	0	1	10026	1	0	10000	other	0
SB3_021	31	Picture	ripn	536851	0	1	50131	1	0	50000	other	0
SB3_021	32	Picture	ricordaneutral	587150	0	1	50131	1	0	50000	other	0
SB3_021	33	Picture	avvneutral	637448	0	1	50131	1	0	50000	other	0
SB3_021	34	Picture	cinque	687746	0	1	10026	1	0	10000	other	0
SB3_021	35	Picture	quattro	697940	0	1	10026	1	0	10000	other	0
SB3_021	36	Picture	tre	708133	0	1	10026	1	0	10000	other	0
SB3_021	37	Picture	due	718326	0	1	10026	1	0	10000	other	0
SB3_021	38	Picture	uno	728520	0	1	10026	1	0	10000	other	0
SB3_021	39	Picture	zero	738713	0	1	10026	1	0	10000	other	0
SB3_021	40	Picture	pazzo	748906	0	1	167	1	0	10	other	0
SB3_021	41	Picture	NMBM	749240	0	1	20053	1	0	20000	other	0
SB3_021	41	Response	1	753847	4607	0	NA	NA	NA	NA	NA	NA
SB3_021	42	Picture	fix1	769460	0	1	10026	1	0	10000	other	0
SB3_021	43	Picture	NMK	779653	0	1	20052	1	0	20000	other	0
SB3_021	43	Response	2	786233	6580	0	NA	NA	NA	NA	NA	NA
SB3_021	44	Picture	fix1	799873	0	1	10026	1	0	10000	other	0
SB3_021	45	Picture	NWBM	810066	0	1	20053	1	0	20000	other	0
SB3_021	45	Response	2	819813	9747	0	NA	NA	NA	NA	NA	NA
SB3_021	46	Picture	fix1	830286	0	1	10026	1	0	10000	other	0
SB3_021	47	Picture	NWK	840479	0	1	20052	1	0	20000	other	0
SB3_021	47	Response	2	845323	4844	0	NA	NA	NA	NA	NA	NA
SB3_021	48	Picture	fix1	860699	0	1	10026	1	0	10000	other	0
SB3_021	49	Picture	NMBK	870892	0	1	20052	1	0	20000	other	0
SB3_021	49	Response	1	877537	6645	0	NA	NA	NA	NA	NA	NA
SB3_021	50	Picture	fix1	891111	0	1	10026	1	0	10000	other	0
SB3_021	51	Picture	NWM	901305	0	1	20052	1	0	20000	other	0
SB3_021	51	Response	2	907601	6296	0	NA	NA	NA	NA	NA	NA
SB3_021	52	Picture	fix1	921524	0	1	10026	1	0	10000	other	0
SB3_021	53	Picture	NMM	931718	0	1	20052	1	0	20000	other	0
SB3_021	53	Response	1	938802	7084	0	NA	NA	NA	NA	NA	NA
SB3_021	54	Picture	fix1	951937	0	1	10026	1	0	10000	other	0
SB3_021	55	Picture	NWBK	962131	0	1	20052	1	0	20000	other	0
SB3_021	55	Response	2	969183	7052	0	NA	NA	NA	NA	NA	NA
SB3_021	56	Picture	fix1	982350	0	1	10026	1	0	10000	other	0
SB3_021	57	Picture	NMBM	992544	0	1	20052	1	0	20000	other	0
SB3_021	57	Response	1	999675	7132	0	NA	NA	NA	NA	NA	NA
SB3_021	58	Picture	fix1	1012763	0	1	10026	1	0	10000	other	0
SB3_021	59	Picture	NMK	1022956	0	1	20052	1	0	20000	other	0
SB3_021	59	Response	1	1029768	6811	0	NA	NA	NA	NA	NA	NA
