Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty_1	ReqTime	ReqDur	Stim Type	Pair Index
8052	1	Picture	ripnp	10167	0	1	50131	1	0	50000	other	0
8052	2	Picture	ricordaneutralprova	60466	0	1	50132	1	0	50000	other	0
8052	3	Picture	tre	110764	0	1	10026	1	0	10000	other	0
8052	4	Picture	due	120958	0	1	10026	1	0	10000	other	0
8052	5	Picture	uno	131151	0	1	10026	1	0	10000	other	0
8052	6	Picture	zero	141344	0	1	10026	1	0	10000	other	0
8052	7	Picture	neutraltest	151538	0	1	167	1	0	10	other	0
8052	8	Picture	NMM	151872	0	1	20053	1	0	20000	other	0
8052	9	Picture	fix1	172092	0	1	10026	1	0	10000	other	0
8052	10	Picture	NWK	182285	0	1	20053	1	0	20000	other	0
8052	11	Picture	fix1	202505	0	1	10026	1	0	10000	other	0
8052	12	Picture	NMK	212698	0	1	20053	1	0	20000	other	0
8052	12	Response	1	225584	12885	0	NA	NA	NA	NA	NA	NA
8052	13	Picture	fix1	232918	0	1	10026	1	0	10000	other	0
8052	14	Picture	NWBK	243111	0	1	20052	1	0	20000	other	0
8052	14	Response	2	249326	6215	0	NA	NA	NA	NA	NA	NA
8052	15	Picture	fix1	263331	0	1	10026	1	0	10000	other	0
8052	16	Picture	ripfp	273525	0	1	50132	1	0	50000	other	0
8052	17	Picture	ricordafacceprova	323823	0	1	50132	1	0	50000	other	0
8052	18	Picture	tre	374122	0	1	10026	1	0	10000	other	0
8052	19	Picture	due	384315	0	1	10026	1	0	10000	other	0
8052	20	Picture	uno	394509	0	1	10026	1	0	10000	other	0
8052	21	Picture	zero	404702	0	1	10026	1	0	10000	other	0
8052	22	Picture	faccetest	414895	0	1	167	1	0	10	other	0
8052	23	Picture	FMG	415230	0	1	20053	1	0	20000	other	0
8052	23	Response	2	424164	8934	0	NA	NA	NA	NA	NA	NA
8052	24	Picture	fix1	435449	0	1	10026	1	0	10000	other	0
8052	25	Picture	FWR	445643	0	1	20053	1	0	20000	other	0
8052	25	Response	2	459128	13486	0	NA	NA	NA	NA	NA	NA
8052	26	Picture	fix1	465863	0	1	10026	1	0	10000	other	0
8052	27	Picture	HWG	476056	0	1	20053	1	0	20000	other	0
8052	27	Response	1	486248	10192	0	NA	NA	NA	NA	NA	NA
8052	28	Picture	fix1	496276	0	1	10026	1	0	10000	other	0
8052	29	Picture	HMR	506469	0	1	20053	1	0	20000	other	0
8052	29	Response	1	518233	11763	0	NA	NA	NA	NA	NA	NA
8052	30	Picture	fix1	526689	0	1	10026	1	0	10000	other	0
8052	31	Picture	ripn	536882	0	1	50132	1	0	50000	other	0
8052	32	Picture	ricordaneutral	587181	0	1	50132	1	0	50000	other	0
8052	33	Picture	avvneutral	637480	0	1	50131	1	0	50000	other	0
8052	34	Picture	cinque	687778	0	1	10026	1	0	10000	other	0
8052	35	Picture	quattro	697972	0	1	10026	1	0	10000	other	0
8052	36	Picture	tre	708165	0	1	10026	1	0	10000	other	0
8052	37	Picture	due	718358	0	1	10026	1	0	10000	other	0
