Subject	Trial	Event Type	Code	Time	TTime	Uncertainty...7	Duration	Uncertainty...9	ReqTime	ReqDur	Stim Type	Pair Index
SB3_028	1	Picture	ripnp	10167	0	1	50131	1	0	50000	other	0
SB3_028	2	Picture	ricordaneutralprova	60465	0	1	50131	1	0	50000	other	0
SB3_028	3	Picture	tre	110763	0	1	10026	1	0	10000	other	0
SB3_028	4	Picture	due	120957	0	1	10026	1	0	10000	other	0
SB3_028	5	Picture	uno	131150	0	1	10026	1	0	10000	other	0
SB3_028	6	Picture	zero	141343	0	1	10026	1	0	10000	other	0
SB3_028	7	Picture	neutraltest	151537	0	1	167	1	0	10	other	0
SB3_028	8	Picture	NMM	151871	0	1	20052	1	0	20000	other	0
SB3_028	9	Picture	fix1	172090	0	1	10026	1	0	10000	other	0
SB3_028	10	Picture	NWK	182284	0	1	20052	1	0	20000	other	0
SB3_028	10	Response	2	194921	12637	0	NA	NA	NA	NA	NA	NA
SB3_028	11	Picture	fix1	202503	0	1	10026	1	0	10000	other	0
SB3_028	12	Picture	NMK	212697	0	1	20052	1	0	20000	other	0
SB3_028	13	Picture	fix1	232916	0	1	10026	1	0	10000	other	0
SB3_028	14	Picture	NWBK	243109	0	1	20053	1	0	20000	other	0
SB3_028	14	Response	2	253444	10334	0	NA	NA	NA	NA	NA	NA
SB3_028	15	Picture	fix1	263329	0	1	10026	1	0	10000	other	0
SB3_028	16	Picture	ripfp	273522	0	1	50131	1	0	50000	other	0
SB3_028	17	Picture	ricordafacceprova	323821	0	1	50131	1	0	50000	other	0
SB3_028	18	Picture	tre	374119	0	1	10026	1	0	10000	other	0
SB3_028	19	Picture	due	384312	0	1	10026	1	0	10000	other	0
SB3_028	20	Picture	uno	394505	0	1	10026	1	0	10000	other	0
SB3_028	21	Picture	zero	404699	0	1	10026	1	0	10000	other	0
SB3_028	22	Picture	faccetest	414892	0	1	167	1	0	10	other	0
SB3_028	23	Picture	FMG	415226	0	1	20052	1	0	20000	other	0
SB3_028	23	Response	2	424221	8995	0	NA	NA	NA	NA	NA	NA
SB3_028	24	Picture	fix1	435446	0	1	10026	1	0	10000	other	0
SB3_028	25	Picture	FWR	445639	0	1	20052	1	0	20000	other	0
SB3_028	25	Response	2	458317	12677	0	NA	NA	NA	NA	NA	NA
SB3_028	26	Picture	fix1	465859	0	1	10026	1	0	10000	other	0
SB3_028	27	Picture	HWG	476052	0	1	20052	1	0	20000	other	0
SB3_028	27	Response	1	482143	6091	0	NA	NA	NA	NA	NA	NA
SB3_028	28	Picture	fix1	496272	0	1	10026	1	0	10000	other	0
SB3_028	29	Picture	HMR	506465	0	1	20052	1	0	20000	other	0
SB3_028	29	Response	1	513049	6584	0	NA	NA	NA	NA	NA	NA
SB3_028	30	Picture	fix1	526685	0	1	10026	1	0	10000	other	0
SB3_028	31	Picture	ripn	536878	0	1	50131	1	0	50000	other	0
SB3_028	32	Picture	ricordaneutral	587176	0	1	50131	1	0	50000	other	0
SB3_028	33	Picture	avvneutral	637474	0	1	50131	1	0	50000	other	0
SB3_028	34	Picture	cinque	687772	0	1	10026	1	0	10000	other	0
SB3_028	35	Picture	quattro	697966	0	1	10026	1	0	10000	other	0
SB3_028	36	Picture	tre	708159	0	1	10026	1	0	10000	other	0
SB3_028	37	Picture	due	718352	0	1	10026	1	0	10000	other	0
SB3_028	38	Picture	uno	728546	0	1	10026	1	0	10000	other	0
SB3_028	39	Picture	zero	738739	0	1	10026	1	0	10000	other	0
SB3_028	40	Picture	pazzo	748932	0	1	167	1	0	10	other	0
SB3_028	41	Picture	NMBM	749267	0	1	20053	1	0	20000	other	0
