Subject	Trial	Event Type	Code	Time	TTime	Uncertainty...7	Duration	Uncertainty...9	ReqTime	ReqDur	Stim Type	Pair Index
001	1	Picture	ripnp	10167	0	1	50132	1	0	50000	other	0
001	2	Picture	ricordaneutralprova	60466	0	1	50132	1	0	50000	other	0
001	3	Picture	tre	110765	0	1	10026	1	0	10000	other	0
001	4	Picture	due	120958	0	1	10026	1	0	10000	other	0
001	5	Picture	uno	131152	0	1	10026	1	0	10000	other	0
001	6	Picture	zero	141345	0	1	10026	1	0	10000	other	0
001	7	Picture	neutraltest	151539	0	1	167	1	0	10	other	0
001	8	Picture	NMM	151873	0	1	20053	1	0	20000	other	0
001	8	Response	1	159313	7440	0	NA	NA	NA	NA	NA	NA
001	9	Picture	fix1	172093	0	1	10010	18	0	10000	other	0
001	10	Picture	NWK	182287	0	1	20053	1	0	20000	other	0
001	10	Response	2	193535	11249	0	NA	NA	NA	NA	NA	NA
001	11	Picture	fix1	202506	0	1	10026	1	0	10000	other	0
001	12	Picture	NMK	212700	0	1	20053	1	0	20000	other	0
001	12	Response	1	220474	7774	0	NA	NA	NA	NA	NA	NA
001	13	Picture	fix1	232920	0	1	10026	1	0	10000	other	0
001	14	Picture	NWBK	243113	0	1	20053	1	0	20000	other	0
001	14	Response	2	249210	6097	0	NA	NA	NA	NA	NA	NA
001	15	Picture	fix1	263333	0	1	10026	1	0	10000	other	0
001	16	Picture	ripfp	273527	0	1	50132	1	0	50000	other	0
001	17	Picture	ricordafacceprova	323826	0	1	50132	1	0	50000	other	0
001	18	Picture	tre	374125	0	1	10026	1	0	10000	other	0
001	19	Picture	due	384318	0	1	10026	1	0	10000	other	0
001	20	Picture	uno	394512	0	1	10026	1	0	10000	other	0
001	21	Picture	zero	404705	0	1	10026	1	0	10000	other	0
001	22	Picture	faccetest	414899	0	1	167	1	0	10	other	0
001	23	Picture	FMG	415233	0	1	20053	1	0	20000	other	0
001	23	Response	2	422831	7598	0	NA	NA	NA	NA	NA	NA
001	24	Picture	fix1	435453	0	1	10026	1	0	10000	other	0
001	25	Picture	FWR	445646	0	1	20053	1	0	20000	other	0
001	25	Response	2	452669	7023	0	NA	NA	NA	NA	NA	NA
001	26	Picture	fix1	465866	0	1	10027	1	0	10000	other	0
001	27	Picture	HWG	476060	0	1	20053	1	0	20000	other	0
001	27	Response	1	481314	5254	0	NA	NA	NA	NA	NA	NA
001	28	Picture	fix1	496280	0	1	10026	1	0	10000	other	0
001	29	Picture	HMR	506473	0	1	20053	1	0	20000	other	0
001	29	Response	1	511552	5079	0	NA	NA	NA	NA	NA	NA
001	30	Picture	fix1	526693	0	1	10027	1	0	10000	other	0
001	31	Picture	ripn	536887	0	1	50132	1	0	50000	other	0
001	32	Picture	ricordaneutral	587186	0	1	50132	1	0	50000	other	0
001	33	Picture	avvneutral	637485	0	1	50132	1	0	50000	other	0
001	34	Picture	cinque	687784	0	1	10026	1	0	10000	other	0
001	35	Picture	quattro	697977	0	1	10026	1	0	10000	other	0
001	36	Picture	tre	708171	0	1	10026	1	0	10000	other	0
001	37	Picture	due	718364	0	1	10026	1	0	10000	other	0
001	38	Picture	uno	728558	0	1	10026	1	0	10000	other	0
001	39	Picture	zero	738751	0	1	10026	1	0	10000	other	0
001	40	Picture	pazzo	748945	0	1	167	1	0	10	other	0
001	41	Picture	NMBM	749279	0	1	20053	1	0	20000	other	0
001	41	Response	1	763586	14307	0	NA	NA	NA	NA	NA	NA
001	42	Picture	fix1	769499	0	1	10026	1	0	10000	other	0
001	43	Picture	NMK	779692	0	1	20053	1	0	20000	other	0
001	43	Response	1	790440	10747	0	NA	NA	NA	NA	NA	NA
001	44	Picture	fix1	799912	0	1	10026	1	0	10000	other	0
001	45	Picture	NWBM	810106	0	1	20053	1	0	20000	other	0
001	45	Response	2	817195	7089	0	NA	NA	NA	NA	NA	NA
001	46	Picture	fix1	830326	0	1	10026	1	0	10000	other	0
001	47	Picture	NWK	840519	0	1	20053	1	0	20000	other	0
001	47	Response	2	847845	7326	0	NA	NA	NA	NA	NA	NA
001	48	Picture	fix1	860739	0	1	10026	1	0	10000	other	0
001	49	Picture	NMBK	870933	0	1	20053	1	0	20000	other	0
001	49	Response	1	876601	5668	0	NA	NA	NA	NA	NA	NA
001	50	Picture	fix1	891153	0	1	10026	1	0	10000	other	0
001	51	Picture	NWM	901346	0	1	20053	1	0	20000	other	0
001	51	Response	2	908350	7004	0	NA	NA	NA	NA	NA	NA
001	52	Picture	fix1	921566	0	1	10026	1	0	10000	other	0
001	53	Picture	NMM	931759	0	1	20053	1	0	20000	other	0
001	53	Response	1	936509	4750	0	NA	NA	NA	NA	NA	NA
001	54	Picture	fix1	951979	0	1	10026	1	0	10000	other	0
001	55	Picture	NWBK	962173	0	1	20053	1	0	20000	other	0
001	55	Response	1	970756	8584	0	NA	NA	NA	NA	NA	NA
001	55	Response	2	979144	16971	0	NA	NA	NA	NA	NA	NA
001	56	Picture	fix1	982393	0	1	10026	1	0	10000	other	0
001	57	Picture	NMBM	992586	0	1	20053	1	0	20000	other	0
001	57	Response	1	1000114	7528	0	NA	NA	NA	NA	NA	NA
001	58	Picture	fix1	1012806	0	1	10026	1	0	10000	other	0
001	59	Picture	NMK	1023000	0	1	20053	1	0	20000	other	0
001	59	Response	1	1029271	6272	0	NA	NA	NA	NA	NA	NA
001	60	Picture	fix1	1043219	0	1	10026	1	0	10000	other	0
001	61	Picture	NWBM	1053413	0	1	20053	1	0	20000	other	0
001	61	Response	2	1060027	6614	0	NA	NA	NA	NA	NA	NA
001	62	Picture	fix1	1073633	0	1	10026	1	0	10000	other	0
001	63	Picture	NWK	1083826	0	1	20053	1	0	20000	other	0
001	63	Response	2	1090784	6957	0	NA	NA	NA	NA	NA	NA
001	64	Picture	fix1	1104046	0	1	10026	1	0	10000	other	0
001	65	Picture	NMBK	1114240	0	1	20053	1	0	20000	other	0
001	65	Response	1	1119844	5604	0	NA	NA	NA	NA	NA	NA
001	66	Picture	fix1	1134460	0	1	10026	1	0	10000	other	0
001	67	Picture	NWM	1144653	0	1	20053	1	0	20000	other	0
001	67	Response	2	1151103	6450	0	NA	NA	NA	NA	NA	NA
001	68	Picture	fix1	1164873	0	1	10026	1	0	10000	other	0
001	69	Picture	NMM	1175067	0	1	20053	1	0	20000	other	0
001	69	Response	1	1182264	7197	0	NA	NA	NA	NA	NA	NA
001	70	Picture	fix1	1195286	0	1	10026	1	0	10000	other	0
001	71	Picture	NWBK	1205480	0	1	20053	1	0	20000	other	0
001	71	Response	2	1213128	7648	0	NA	NA	NA	NA	NA	NA
001	72	Picture	fix1	1225700	0	1	10026	1	0	10000	other	0
001	73	Picture	NMBM	1235893	0	1	20053	1	0	20000	other	0
001	73	Response	1	1241391	5498	0	NA	NA	NA	NA	NA	NA
001	74	Picture	fix1	1256113	0	1	10026	1	0	10000	other	0
001	75	Picture	NMK	1266307	0	1	20053	1	0	20000	other	0
001	75	Response	1	1273453	7146	0	NA	NA	NA	NA	NA	NA
001	76	Picture	fix1	1286527	0	1	10026	1	0	10000	other	0
001	77	Picture	NWBM	1296720	0	1	20053	1	0	20000	other	0
001	77	Response	2	1303517	6797	0	NA	NA	NA	NA	NA	NA
001	78	Picture	fix1	1316940	0	1	10026	1	0	10000	other	0
001	79	Picture	NWK	1327134	0	1	20053	1	0	20000	other	0
001	79	Response	2	1333183	6049	0	NA	NA	NA	NA	NA	NA
001	80	Picture	fix1	1347354	0	1	10026	1	0	10000	other	0
001	81	Picture	NMBK	1357547	0	1	20053	1	0	20000	other	0
001	81	Response	1	1363649	6102	0	NA	NA	NA	NA	NA	NA
001	82	Picture	fix1	1377767	0	1	10026	1	0	10000	other	0
001	83	Picture	NWM	1387961	0	1	20053	1	0	20000	other	0
001	83	Response	2	1393516	5556	0	NA	NA	NA	NA	NA	NA
001	84	Picture	fix1	1408180	0	1	10026	1	0	10000	other	0
001	85	Picture	NMM	1418374	0	1	20053	1	0	20000	other	0
001	85	Response	1	1423284	4910	0	NA	NA	NA	NA	NA	NA
001	86	Picture	fix1	1438594	0	1	10026	1	0	10000	other	0
001	87	Picture	NWBK	1448787	0	1	20053	1	0	20000	other	0
001	87	Response	2	1454251	5464	0	NA	NA	NA	NA	NA	NA
001	88	Picture	fix1	1469007	0	1	10026	1	0	10000	other	0
001	89	Picture	NMBM	1479201	0	1	20053	1	0	20000	other	0
001	89	Response	1	1483922	4722	0	NA	NA	NA	NA	NA	NA
001	90	Picture	fix1	1499421	0	1	10026	1	0	10000	other	0
001	91	Picture	NMK	1509614	0	1	20053	1	0	20000	other	0
001	91	Response	1	1517490	7876	0	NA	NA	NA	NA	NA	NA
001	92	Picture	fix1	1529834	0	1	10026	1	0	10000	other	0
001	93	Picture	NWBM	1540028	0	1	20053	1	0	20000	other	0
001	93	Response	2	1545165	5137	0	NA	NA	NA	NA	NA	NA
001	94	Picture	fix1	1560248	0	1	10026	1	0	10000	other	0
001	95	Picture	NWK	1570441	0	1	20053	1	0	20000	other	0
001	95	Response	2	1577237	6796	0	NA	NA	NA	NA	NA	NA
001	96	Picture	fix1	1590661	0	1	10026	1	0	10000	other	0
001	97	Picture	NMBK	1600854	0	1	20053	1	0	20000	other	0
001	97	Response	1	1606412	5557	0	NA	NA	NA	NA	NA	NA
001	98	Picture	fix1	1621074	0	1	10027	1	0	10000	other	0
001	99	Picture	NWM	1631268	0	1	20053	1	0	20000	other	0
001	99	Response	2	1636286	5018	0	NA	NA	NA	NA	NA	NA
001	100	Picture	fix1	1651488	0	1	10026	1	0	10000	other	0
001	101	Picture	NMM	1661681	0	1	20053	1	0	20000	other	0
001	101	Response	1	1667260	5579	0	NA	NA	NA	NA	NA	NA
001	102	Picture	fix1	1681901	0	1	10026	1	0	10000	other	0
001	103	Picture	NWBK	1692095	0	1	20036	18	0	20000	other	0
001	103	Response	2	1698733	6638	0	NA	NA	NA	NA	NA	NA
001	104	Picture	fix1	1712315	0	1	10026	1	0	10000	other	0
001	105	Picture	NMBM	1722508	0	1	20053	1	0	20000	other	0
001	105	Response	1	1732935	10427	0	NA	NA	NA	NA	NA	NA
001	106	Picture	fix1	1742728	0	1	10026	1	0	10000	other	0
001	107	Picture	NMK	1752922	0	1	20053	1	0	20000	other	0
001	107	Response	1	1758587	5666	0	NA	NA	NA	NA	NA	NA
001	108	Picture	fix1	1773141	0	1	10026	1	0	10000	other	0
001	109	Picture	NWBM	1783335	0	1	20053	1	0	20000	other	0
001	109	Response	2	1788864	5529	0	NA	NA	NA	NA	NA	NA
001	110	Picture	fix1	1803555	0	1	10026	1	0	10000	other	0
001	111	Picture	NWK	1813748	0	1	20053	1	0	20000	other	0
001	111	Response	2	1819442	5694	0	NA	NA	NA	NA	NA	NA
001	112	Picture	fix1	1833968	0	1	10026	1	0	10000	other	0
001	113	Picture	NMBK	1844162	0	1	20053	1	0	20000	other	0
001	113	Response	1	1848621	4459	0	NA	NA	NA	NA	NA	NA
001	114	Picture	fix1	1864382	0	1	10026	1	0	10000	other	0
001	115	Picture	NWM	1874575	0	1	20053	1	0	20000	other	0
001	115	Response	2	1881597	7022	0	NA	NA	NA	NA	NA	NA
001	116	Picture	fix1	1894795	0	1	10026	1	0	10000	other	0
001	117	Picture	NMM	1904989	0	1	20053	1	0	20000	other	0
001	117	Response	1	1909481	4492	0	NA	NA	NA	NA	NA	NA
001	118	Picture	fix1	1925209	0	1	10026	1	0	10000	other	0
001	119	Picture	NWBK	1935402	0	1	20053	1	0	20000	other	0
001	119	Response	2	1940760	5358	0	NA	NA	NA	NA	NA	NA
001	120	Picture	fix1	1955622	0	1	10026	1	0	10000	other	0
001	121	Picture	NMBM	1965815	0	1	20053	1	0	20000	other	0
001	121	Response	1	1971042	5226	0	NA	NA	NA	NA	NA	NA
001	122	Picture	fix1	1986035	0	1	10026	1	0	10000	other	0
001	123	Picture	NMK	1996229	0	1	20053	1	0	20000	other	0
001	123	Response	1	2000826	4597	0	NA	NA	NA	NA	NA	NA
001	124	Picture	fix1	2016449	0	1	10026	1	0	10000	other	0
001	125	Picture	NWBM	2026642	0	1	20053	1	0	20000	other	0
001	125	Response	2	2031011	4368	0	NA	NA	NA	NA	NA	NA
001	126	Picture	fix1	2046862	0	1	10026	1	0	10000	other	0
001	127	Picture	NWK	2057056	0	1	20053	1	0	20000	other	0
001	127	Response	2	2060995	3939	0	NA	NA	NA	NA	NA	NA
001	128	Picture	fix1	2077276	0	1	10026	1	0	10000	other	0
001	129	Picture	NMBK	2087469	0	1	20053	1	0	20000	other	0
001	129	Response	1	2092711	5241	0	NA	NA	NA	NA	NA	NA
001	130	Picture	fix1	2107689	0	1	10026	1	0	10000	other	0
001	131	Picture	NWM	2117883	0	1	20053	1	0	20000	other	0
001	131	Response	2	2123468	5585	0	NA	NA	NA	NA	NA	NA
001	132	Picture	fix1	2138103	0	1	10194	1	0	10000	other	0
001	133	Picture	NMM	2148463	0	1	20053	1	0	20000	other	0
001	133	Response	1	2154055	5592	0	NA	NA	NA	NA	NA	NA
001	134	Picture	fix1	2168683	0	1	10026	1	0	10000	other	0
001	135	Picture	NWBK	2178877	0	1	20053	1	0	20000	other	0
001	135	Response	2	2184354	5478	0	NA	NA	NA	NA	NA	NA
001	136	Picture	fix1	2199097	0	1	10026	1	0	10000	other	0
001	137	Picture	NMBM	2209290	0	1	20053	1	0	20000	other	0
001	137	Response	1	2213433	4143	0	NA	NA	NA	NA	NA	NA
001	138	Picture	fix1	2229510	0	1	10026	1	0	10000	other	0
001	139	Picture	NMK	2239703	0	1	20053	1	0	20000	other	0
001	139	Response	1	2245023	5320	0	NA	NA	NA	NA	NA	NA
001	140	Picture	fix1	2259923	0	1	10026	1	0	10000	other	0
001	141	Picture	NWBM	2270117	0	1	20053	1	0	20000	other	0
001	141	Response	2	2275616	5499	0	NA	NA	NA	NA	NA	NA
001	142	Picture	fix1	2290337	0	1	10026	1	0	10000	other	0
001	143	Picture	NWK	2300530	0	1	20053	1	0	20000	other	0
001	143	Response	2	2307611	7081	0	NA	NA	NA	NA	NA	NA
001	144	Picture	fix1	2320750	0	1	10026	1	0	10000	other	0
001	145	Picture	NMBK	2330944	0	1	20053	1	0	20000	other	0
001	145	Response	1	2337205	6261	0	NA	NA	NA	NA	NA	NA
001	146	Picture	fix1	2351164	0	1	10026	1	0	10000	other	0
001	147	Picture	NWM	2361357	0	1	20053	1	0	20000	other	0
001	147	Response	2	2367603	6246	0	NA	NA	NA	NA	NA	NA
001	148	Picture	fix1	2381577	0	1	10026	1	0	10000	other	0
001	149	Picture	NMM	2391771	0	1	20053	1	0	20000	other	0
001	149	Response	1	2404698	12928	0	NA	NA	NA	NA	NA	NA
001	150	Picture	fix1	2411991	0	1	10026	1	0	10000	other	0
001	151	Picture	NWBK	2422184	0	1	20053	1	0	20000	other	0
001	151	Response	2	2427096	4912	0	NA	NA	NA	NA	NA	NA
001	152	Picture	fix1	2442404	0	1	10026	1	0	10000	other	0
001	153	Picture	NMBM	2452597	0	1	20053	1	0	20000	other	0
001	153	Response	1	2458296	5698	0	NA	NA	NA	NA	NA	NA
001	154	Picture	fix1	2472817	0	1	10026	1	0	10000	other	0
001	155	Picture	NMK	2483011	0	1	20053	1	0	20000	other	0
001	155	Response	1	2489095	6084	0	NA	NA	NA	NA	NA	NA
001	156	Picture	fix1	2503231	0	1	10026	1	0	10000	other	0
001	157	Picture	NWBM	2513424	0	1	20053	1	0	20000	other	0
001	157	Response	2	2519196	5771	0	NA	NA	NA	NA	NA	NA
001	158	Picture	fix1	2533644	0	1	10026	1	0	10000	other	0
001	159	Picture	NWK	2543838	0	1	20053	1	0	20000	other	0
001	159	Response	2	2549198	5360	0	NA	NA	NA	NA	NA	NA
001	160	Picture	fix1	2564058	0	1	10026	1	0	10000	other	0
001	161	Picture	NMBK	2574251	0	1	20053	1	0	20000	other	0
001	161	Response	1	2580601	6350	0	NA	NA	NA	NA	NA	NA
001	162	Picture	fix1	2594471	0	1	10026	1	0	10000	other	0
001	163	Picture	NWM	2604665	0	1	20053	1	0	20000	other	0
001	163	Response	1	2611004	6339	0	NA	NA	NA	NA	NA	NA
001	164	Picture	fix1	2624884	0	1	10026	1	0	10000	other	0
001	165	Picture	NMM	2635078	0	1	20053	1	0	20000	other	0
001	165	Response	1	2641107	6029	0	NA	NA	NA	NA	NA	NA
001	166	Picture	fix1	2655298	0	1	10026	1	0	10000	other	0
001	167	Picture	NWBK	2665491	0	1	20053	1	0	20000	other	0
001	167	Response	2	2676812	11321	0	NA	NA	NA	NA	NA	NA
001	168	Picture	fix1	2685711	0	1	10026	1	0	10000	other	0
001	169	Picture	NMBM	2695905	0	1	20053	1	0	20000	other	0
001	169	Response	1	2707517	11612	0	NA	NA	NA	NA	NA	NA
001	170	Picture	fix1	2716125	0	1	10026	1	0	10000	other	0
001	171	Picture	NMK	2726318	0	1	20053	1	0	20000	other	0
001	171	Response	1	2732220	5902	0	NA	NA	NA	NA	NA	NA
001	172	Picture	fix1	2746538	0	1	10026	1	0	10000	other	0
001	173	Picture	NWBM	2756732	0	1	20053	1	0	20000	other	0
001	173	Response	2	2765027	8295	0	NA	NA	NA	NA	NA	NA
001	174	Picture	fix1	2776952	0	1	10026	1	0	10000	other	0
001	175	Picture	NWK	2787145	0	1	20053	1	0	20000	other	0
001	175	Response	2	2792735	5589	0	NA	NA	NA	NA	NA	NA
001	176	Picture	fix1	2807365	0	1	10026	1	0	10000	other	0
001	177	Picture	ripf	2817559	0	1	50132	1	0	50000	other	0
001	178	Picture	ricorda	2867858	0	1	50132	1	0	50000	other	0
