Subject	Trial	Event Type	Code	Time	TTime	Uncertainty...7	Duration	Uncertainty...9	ReqTime	ReqDur	Stim Type	Pair Index
003	1	Picture	ripnp	10167	0	1	50131	2	0	50000	other	0
003	2	Picture	ricordaneutralprova	60466	0	1	50132	1	0	50000	other	0
003	3	Picture	tre	110765	0	1	10026	1	0	10000	other	0
003	4	Picture	due	120958	0	1	10026	1	0	10000	other	0
003	5	Picture	uno	131151	0	1	10026	1	0	10000	other	0
003	6	Picture	zero	141345	0	1	10026	1	0	10000	other	0
003	7	Picture	neutraltest	151538	0	1	167	1	0	10	other	0
003	8	Picture	NMM	151873	0	1	20053	1	0	20000	other	0
003	9	Picture	fix1	172092	0	1	10026	1	0	10000	other	0
003	9	Response	1	173664	1572	0	NA	NA	NA	NA	NA	NA
003	10	Picture	NWK	182286	0	1	20053	1	0	20000	other	0
003	10	Response	2	192528	10242	0	NA	NA	NA	NA	NA	NA
003	11	Picture	fix1	202506	0	1	10026	1	0	10000	other	0
003	12	Picture	NMK	212699	0	1	20053	1	0	20000	other	0
003	12	Response	1	224795	12096	0	NA	NA	NA	NA	NA	NA
003	13	Picture	fix1	232919	0	1	10026	1	0	10000	other	0
003	14	Picture	NWBK	243112	0	1	20053	1	0	20000	other	0
003	14	Response	2	250111	6999	0	NA	NA	NA	NA	NA	NA
003	15	Picture	fix1	263332	0	1	10026	1	0	10000	other	0
003	16	Picture	ripfp	273526	0	1	50132	1	0	50000	other	0
003	17	Picture	ricordafacceprova	323824	0	1	50132	1	0	50000	other	0
003	18	Picture	tre	374123	0	1	10026	1	0	10000	other	0
003	19	Picture	due	384317	0	1	10026	1	0	10000	other	0
003	20	Picture	uno	394510	0	1	10026	1	0	10000	other	0
003	21	Picture	zero	404704	0	1	10026	1	0	10000	other	0
003	22	Picture	faccetest	414897	0	1	167	1	0	10	other	0
003	23	Picture	FMG	415231	0	1	20053	1	0	20000	other	0
003	23	Response	2	423744	8513	0	NA	NA	NA	NA	NA	NA
003	24	Picture	fix1	435451	0	1	10026	1	0	10000	other	0
003	25	Picture	FWR	445644	0	1	20053	1	0	20000	other	0
003	25	Response	2	457102	11458	0	NA	NA	NA	NA	NA	NA
003	26	Picture	fix1	465864	0	1	10026	1	0	10000	other	0
003	27	Picture	HWG	476058	0	1	20053	1	0	20000	other	0
003	27	Response	1	481725	5667	0	NA	NA	NA	NA	NA	NA
003	28	Picture	fix1	496278	0	1	10026	1	0	10000	other	0
003	29	Picture	HMR	506471	0	1	20053	1	0	20000	other	0
003	29	Response	1	513694	7223	0	NA	NA	NA	NA	NA	NA
003	30	Picture	fix1	526691	0	1	10026	1	0	10000	other	0
003	31	Picture	ripn	536884	0	1	50132	1	0	50000	other	0
003	32	Picture	ricordaneutral	587183	0	1	50132	1	0	50000	other	0
003	33	Picture	avvneutral	637482	0	1	50132	1	0	50000	other	0
003	34	Picture	cinque	687781	0	1	10026	1	0	10000	other	0
003	35	Picture	quattro	697974	0	1	10026	1	0	10000	other	0
003	36	Picture	tre	708168	0	1	10026	1	0	10000	other	0
003	37	Picture	due	718361	0	1	10026	1	0	10000	other	0
003	38	Picture	uno	728554	0	1	10026	1	0	10000	other	0
003	39	Picture	zero	738748	0	1	10026	1	0	10000	other	0
003	40	Picture	pazzo	748941	0	1	167	1	0	10	other	0
003	41	Picture	NMBM	749276	0	1	20053	1	0	20000	other	0
003	41	Response	1	760704	11428	0	NA	NA	NA	NA	NA	NA
003	42	Picture	fix1	769495	0	1	10026	1	0	10000	other	0
003	43	Picture	NMK	779689	0	1	20053	1	0	20000	other	0
003	43	Response	1	790387	10698	0	NA	NA	NA	NA	NA	NA
003	44	Picture	fix1	799909	0	1	10026	1	0	10000	other	0
003	45	Picture	NWBM	810102	0	1	20053	1	0	20000	other	0
003	45	Response	2	816297	6195	0	NA	NA	NA	NA	NA	NA
003	46	Picture	fix1	830322	0	1	10026	1	0	10000	other	0
003	47	Picture	NWK	840498	0	19	20070	19	0	20000	other	0
003	47	Response	2	846778	6281	0	NA	NA	NA	NA	NA	NA
003	48	Picture	fix1	860735	0	1	10026	1	0	10000	other	0
003	49	Picture	NMBK	870929	0	1	20053	1	0	20000	other	0
003	49	Response	1	879046	8118	0	NA	NA	NA	NA	NA	NA
003	50	Picture	fix1	891148	0	1	10026	1	0	10000	other	0
003	51	Picture	NWM	901342	0	1	20053	1	0	20000	other	0
003	51	Response	2	907542	6201	0	NA	NA	NA	NA	NA	NA
003	52	Picture	fix1	921562	0	1	10026	1	0	10000	other	0
003	53	Picture	NMM	931755	0	1	20053	1	0	20000	other	0
003	53	Response	1	937130	5375	0	NA	NA	NA	NA	NA	NA
003	54	Picture	fix1	951975	0	1	10026	1	0	10000	other	0
003	55	Picture	NWBK	962168	0	1	20053	1	0	20000	other	0
003	55	Response	2	968307	6139	0	NA	NA	NA	NA	NA	NA
003	56	Picture	fix1	982388	0	1	10026	1	0	10000	other	0
003	57	Picture	NMBM	992582	0	1	20053	1	0	20000	other	0
003	57	Response	1	999088	6506	0	NA	NA	NA	NA	NA	NA
003	58	Picture	fix1	1012801	0	1	10026	1	0	10000	other	0
003	59	Picture	NMK	1022995	0	1	20053	1	0	20000	other	0
003	59	Response	1	1036521	13526	0	NA	NA	NA	NA	NA	NA
003	60	Picture	fix1	1043215	0	1	10026	1	0	10000	other	0
003	61	Picture	NWBM	1053408	0	1	20053	1	0	20000	other	0
003	61	Response	2	1062039	8631	0	NA	NA	NA	NA	NA	NA
003	62	Picture	fix1	1073628	0	1	10026	1	0	10000	other	0
003	63	Picture	NWK	1083821	0	1	20053	1	0	20000	other	0
003	63	Response	2	1089045	5224	0	NA	NA	NA	NA	NA	NA
003	64	Picture	fix1	1104041	0	1	10026	1	0	10000	other	0
003	65	Picture	NMBK	1114235	0	1	20053	1	0	20000	other	0
003	65	Response	1	1119228	4994	0	NA	NA	NA	NA	NA	NA
003	66	Picture	fix1	1134454	0	1	10026	1	0	10000	other	0
003	67	Picture	NWM	1144648	0	1	20053	1	0	20000	other	0
003	67	Response	2	1150108	5460	0	NA	NA	NA	NA	NA	NA
003	68	Picture	fix1	1164868	0	1	10026	1	0	10000	other	0
003	69	Picture	NMM	1175061	0	1	20053	1	0	20000	other	0
003	69	Response	1	1181187	6126	0	NA	NA	NA	NA	NA	NA
003	70	Picture	fix1	1195281	0	1	10026	1	0	10000	other	0
003	71	Picture	NWBK	1205474	0	1	20053	1	0	20000	other	0
003	71	Response	2	1212563	7089	0	NA	NA	NA	NA	NA	NA
003	72	Picture	fix1	1225694	0	1	10026	1	0	10000	other	0
003	73	Picture	NMBM	1235888	0	1	20053	1	0	20000	other	0
003	73	Response	1	1240663	4775	0	NA	NA	NA	NA	NA	NA
003	74	Picture	fix1	1256107	0	1	10026	1	0	10000	other	0
003	75	Picture	NMK	1266301	0	1	20053	1	0	20000	other	0
003	75	Response	1	1275615	9314	0	NA	NA	NA	NA	NA	NA
003	76	Picture	fix1	1286521	0	1	10026	1	0	10000	other	0
003	77	Picture	NWBM	1296714	0	1	20053	1	0	20000	other	0
003	77	Response	2	1303315	6601	0	NA	NA	NA	NA	NA	NA
003	78	Picture	fix1	1316934	0	1	10026	1	0	10000	other	0
003	79	Picture	NWK	1327127	0	1	20053	1	0	20000	other	0
003	79	Response	2	1336874	9746	0	NA	NA	NA	NA	NA	NA
003	80	Picture	fix1	1347347	0	1	10026	1	0	10000	other	0
003	81	Picture	NMBK	1357541	0	1	20053	1	0	20000	other	0
003	81	Response	1	1367552	10012	0	NA	NA	NA	NA	NA	NA
003	82	Picture	fix1	1377760	0	1	10026	1	0	10000	other	0
003	83	Picture	NWM	1387954	0	1	20053	1	0	20000	other	0
003	83	Response	2	1398430	10476	0	NA	NA	NA	NA	NA	NA
003	84	Picture	fix1	1408174	0	1	10026	1	0	10000	other	0
003	85	Picture	NMM	1418367	0	1	20053	1	0	20000	other	0
003	85	Response	1	1423551	5184	0	NA	NA	NA	NA	NA	NA
003	86	Picture	fix1	1438587	0	1	10026	1	0	10000	other	0
