Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty_1	ReqTime	ReqDur	Stim Type	Pair Index
8001_2	1	Picture	ripnp	10166	0	1	50120	1	0	50000	other	0
8001_2	2	Picture	ricordaneutralprova	60452	0	1	50120	1	0	50000	other	0
8001_2	3	Picture	tre	110738	0	1	10157	1	0	10000	other	0
8001_2	4	Picture	due	121062	0	1	10157	1	0	10000	other	0
8001_2	5	Picture	uno	131386	0	1	10157	1	0	10000	other	0
8001_2	6	Picture	zero	141709	0	1	10157	1	0	10000	other	0
8001_2	7	Picture	neutraltest	152033	0	1	167	1	0	10	other	0
8001_2	8	Picture	NMM	152366	0	1	20148	1	0	20000	other	0
8001_2	8	Response	1	160931	8565	0	NA	NA	NA	NA	NA	NA
8001_2	9	Picture	fix1	172680	0	1	10157	1	0	10000	other	0
8001_2	10	Picture	NWK	183004	0	1	20148	1	0	20000	other	0
8001_2	10	Response	2	193368	10364	1	NA	NA	NA	NA	NA	NA
8001_2	11	Picture	fix1	203318	0	1	10157	1	0	10000	other	0
8001_2	12	Picture	NMK	213642	0	1	20148	1	0	20000	other	0
8001_2	12	Response	1	222274	8632	0	NA	NA	NA	NA	NA	NA
8001_2	13	Picture	fix1	233956	0	1	10157	1	0	10000	other	0
8001_2	14	Picture	NWBK	244280	0	1	20148	1	0	20000	other	0
8001_2	14	Response	2	251778	7499	0	NA	NA	NA	NA	NA	NA
8001_2	15	Picture	fix1	264594	0	1	10157	1	0	10000	other	0
8001_2	16	Picture	ripfp	274918	0	1	50120	1	0	50000	other	0
8001_2	17	Picture	ricordafacceprova	325204	0	1	50120	1	0	50000	other	0
8001_2	18	Picture	tre	375490	0	1	10157	1	0	10000	other	0
8001_2	19	Picture	due	385813	0	1	10157	1	0	10000	other	0
8001_2	20	Picture	uno	396137	0	1	10157	1	0	10000	other	0
8001_2	21	Picture	zero	406461	0	1	10157	1	0	10000	other	0
8001_2	22	Picture	faccetest	416784	0	1	166	1	0	10	other	0
8001_2	23	Picture	FMG	417117	0	1	20148	1	0	20000	other	0
8001_2	23	Response	2	426108	8991	0	NA	NA	NA	NA	NA	NA
8001_2	24	Picture	fix1	437432	0	1	10157	1	0	10000	other	0
8001_2	25	Picture	FWR	447755	0	1	20148	1	0	20000	other	0
8001_2	25	Response	2	457607	9852	0	NA	NA	NA	NA	NA	NA
8001_2	26	Picture	fix1	468069	0	1	10156	1	0	10000	other	0
8001_2	27	Picture	HWG	478393	0	1	20148	1	0	20000	other	0
8001_2	27	Response	1	485936	7542	0	NA	NA	NA	NA	NA	NA
8001_2	28	Picture	fix1	498707	0	1	10157	1	0	10000	other	0
8001_2	29	Picture	HMR	509031	0	1	20148	1	0	20000	other	0
8001_2	29	Response	1	518840	9809	0	NA	NA	NA	NA	NA	NA
8001_2	30	Picture	fix1	529345	0	1	10157	1	0	10000	other	0
8001_2	31	Picture	ripn	539669	0	1	50120	1	0	50000	other	0
8001_2	32	Picture	ricordaneutral	589955	0	1	50119	1	0	50000	other	0
8001_2	33	Picture	avvneutral	640241	0	1	50120	1	0	50000	other	0
8001_2	34	Picture	cinque	690527	0	1	10157	1	0	10000	other	0
8001_2	35	Picture	quattro	700851	0	1	10157	1	0	10000	other	0
8001_2	36	Picture	tre	711174	0	1	10157	1	0	10000	other	0
8001_2	37	Picture	due	721498	0	1	10157	1	0	10000	other	0
8001_2	38	Picture	uno	731822	0	1	10157	1	0	10000	other	0
8001_2	39	Picture	zero	742145	0	1	10157	1	0	10000	other	0
8001_2	40	Picture	pazzo	752469	0	1	167	1	0	10	other	0
8001_2	41	Picture	NMBM	752802	0	1	20148	1	0	20000	other	0
8001_2	41	Response	1	765103	12301	0	NA	NA	NA	NA	NA	NA
8001_2	42	Picture	fix1	773116	0	1	10157	1	0	10000	other	0
8001_2	43	Picture	NMK	783440	0	1	20148	1	0	20000	other	0
8001_2	43	Response	1	790741	7301	0	NA	NA	NA	NA	NA	NA
8001_2	44	Picture	fix1	803754	0	1	10157	1	0	10000	other	0
8001_2	45	Picture	NWBM	814078	0	1	20148	1	0	20000	other	0
8001_2	45	Response	2	825848	11770	0	NA	NA	NA	NA	NA	NA
8001_2	46	Picture	fix1	834392	0	1	10157	1	0	10000	other	0
8001_2	47	Picture	NWK	844716	0	1	20148	1	0	20000	other	0
8001_2	47	Response	2	860654	15938	0	NA	NA	NA	NA	NA	NA
8001_2	48	Picture	fix1	865030	0	1	10157	1	0	10000	other	0
8001_2	49	Picture	NMBK	875354	0	1	20148	1	0	20000	other	0
8001_2	49	Response	1	888411	13057	0	NA	NA	NA	NA	NA	NA
8001_2	50	Picture	fix1	895668	0	1	10157	1	0	10000	other	0
8001_2	51	Picture	NWM	905990	0	2	20149	3	0	20000	other	0
8001_2	51	Response	2	915316	9326	0	NA	NA	NA	NA	NA	NA
8001_2	52	Picture	fix1	926306	0	1	10157	1	0	10000	other	0
8001_2	53	Picture	NMM	936629	0	1	20148	1	0	20000	other	0
8001_2	53	Response	1	944704	8075	0	NA	NA	NA	NA	NA	NA
8001_2	54	Picture	fix1	956944	0	1	10157	1	0	10000	other	0
8001_2	55	Picture	NWBK	967267	0	1	20148	1	0	20000	other	0
8001_2	55	Response	2	978116	10849	0	NA	NA	NA	NA	NA	NA
8001_2	56	Picture	fix1	987581	0	1	10157	1	0	10000	other	0
8001_2	57	Picture	NMBM	997905	0	1	20148	1	0	20000	other	0
8001_2	57	Response	1	1010822	12917	2	NA	NA	NA	NA	NA	NA
8001_2	58	Picture	fix1	1018219	0	1	10157	1	0	10000	other	0
8001_2	59	Picture	NMK	1028543	0	1	20148	1	0	20000	other	0
8001_2	59	Response	1	1035829	7286	0	NA	NA	NA	NA	NA	NA
8001_2	60	Picture	fix1	1048857	0	1	10157	1	0	10000	other	0
