Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty_1	ReqTime	ReqDur	Stim Type	Pair Index
8001	1	Picture	ripnp	10166	0	1	50120	1	0	50000	other	0
8001	2	Picture	ricordaneutralprova	60452	0	1	50120	1	0	50000	other	0
8001	3	Picture	tre	110738	0	1	10157	1	0	10000	other	0
8001	4	Picture	due	121062	0	1	10157	1	0	10000	other	0
8001	5	Picture	uno	131386	0	1	10157	1	0	10000	other	0
8001	6	Picture	zero	141709	0	1	10157	1	0	10000	other	0
8001	7	Picture	neutraltest	152033	0	1	167	1	0	10	other	0
8001	8	Picture	NMM	152533	0	1	20148	1	0	20000	other	0
8001	8	Response	1	157813	5281	0	NA	NA	NA	NA	NA	NA
8001	9	Picture	fix1	172847	0	1	10157	1	0	10000	other	0
8001	10	Picture	NWK	183337	0	1	20148	1	0	20000	other	0
8001	10	Response	2	191914	8577	0	NA	NA	NA	NA	NA	NA
8001	11	Picture	fix1	203651	0	1	10157	1	0	10000	other	0
8001	12	Picture	NMK	213975	0	1	20147	2	0	20000	other	0
8001	12	Response	1	222522	8547	0	NA	NA	NA	NA	NA	NA
8001	13	Picture	fix1	234289	0	1	10157	1	0	10000	other	0
8001	14	Picture	NWBK	244613	0	1	20148	1	0	20000	other	0
8001	14	Response	2	249980	5367	0	NA	NA	NA	NA	NA	NA
8001	15	Picture	fix1	264927	0	1	10157	1	0	10000	other	0
8001	16	Picture	ripfp	275251	0	1	50120	1	0	50000	other	0
8001	17	Picture	ricordafacceprova	325537	0	1	50120	1	0	50000	other	0
8001	18	Picture	tre	375823	0	1	10157	1	0	10000	other	0
8001	19	Picture	due	386147	0	1	10157	1	0	10000	other	0
8001	20	Picture	uno	396470	0	1	10157	1	0	10000	other	0
8001	21	Picture	zero	406794	0	1	10157	1	0	10000	other	0
8001	22	Picture	faccetest	417117	0	1	167	1	0	10	other	0
8001	23	Picture	FMG	417450	0	1	20148	1	0	20000	other	0
8001	23	Response	1	424423	6972	0	NA	NA	NA	NA	NA	NA
8001	24	Picture	fix1	437765	0	1	10157	1	0	10000	other	0
8001	25	Picture	FWR	448255	0	1	20148	1	0	20000	other	0
8001	25	Response	2	455765	7510	0	NA	NA	NA	NA	NA	NA
8001	26	Picture	fix1	468569	0	1	10157	1	0	10000	other	0
8001	27	Picture	HWG	479059	0	1	20148	1	0	20000	other	0
8001	27	Response	1	485409	6350	0	NA	NA	NA	NA	NA	NA
8001	28	Picture	fix1	499374	0	1	10157	1	0	10000	other	0
8001	29	Picture	HMR	509697	0	1	20148	1	0	20000	other	0
8001	29	Response	1	519293	9596	0	NA	NA	NA	NA	NA	NA
8001	30	Picture	fix1	530011	0	1	10157	1	0	10000	other	0
8001	31	Picture	ripn	540335	0	1	50120	1	0	50000	other	0
8001	32	Picture	ricordaneutral	590621	0	1	50120	1	0	50000	other	0
8001	33	Picture	avvneutral	640907	0	1	50120	1	0	50000	other	0
8001	34	Picture	cinque	691193	0	1	10157	1	0	10000	other	0
8001	35	Picture	quattro	701517	0	1	10157	1	0	10000	other	0
8001	36	Picture	tre	711841	0	1	10157	1	0	10000	other	0
8001	37	Picture	due	722164	0	1	10157	1	0	10000	other	0
8001	38	Picture	uno	732488	0	1	10157	1	0	10000	other	0
8001	39	Picture	zero	742812	0	1	10157	1	0	10000	other	0
8001	40	Picture	pazzo	753135	0	1	167	1	0	10	other	0
8001	41	Picture	NMBM	753468	0	1	20148	1	0	20000	other	0
8001	41	Response	1	758250	4782	0	NA	NA	NA	NA	NA	NA
8001	42	Picture	fix1	773783	0	1	10157	1	0	10000	other	0
8001	43	Picture	NMK	784106	0	1	20148	1	0	20000	other	0
8001	43	Response	1	790765	6658	0	NA	NA	NA	NA	NA	NA
8001	44	Picture	fix1	804420	0	1	10157	1	0	10000	other	0
8001	45	Picture	NWBM	814911	0	1	20148	1	0	20000	other	0
8001	45	Response	2	820852	5941	0	NA	NA	NA	NA	NA	NA
8001	46	Picture	fix1	835225	0	1	10157	1	0	10000	other	0
8001	47	Picture	NWK	845548	0	1	20148	1	0	20000	other	0
8001	47	Response	1	854975	9427	0	NA	NA	NA	NA	NA	NA
8001	48	Picture	fix1	865863	0	1	10157	1	0	10000	other	0
8001	49	Picture	NMBK	876186	0	1	20148	1	0	20000	other	0
8001	49	Response	1	883359	7172	0	NA	NA	NA	NA	NA	NA
8001	50	Picture	fix1	896501	0	1	10157	1	0	10000	other	0
8001	51	Picture	NWM	906824	0	1	20148	1	0	20000	other	0
8001	51	Response	2	920106	13282	0	NA	NA	NA	NA	NA	NA
8001	52	Picture	fix1	927139	0	1	10157	1	0	10000	other	0
8001	53	Picture	NMM	937462	0	1	20148	1	0	20000	other	0
8001	53	Response	1	942551	5088	0	NA	NA	NA	NA	NA	NA
8001	54	Picture	fix1	957776	0	1	10157	1	0	10000	other	0
8001	55	Picture	NWBK	968100	0	1	20148	1	0	20000	other	0
8001	55	Response	2	978446	10346	0	NA	NA	NA	NA	NA	NA
8001	56	Picture	fix1	988414	0	1	10157	1	0	10000	other	0
8001	57	Picture	NMBM	998738	0	1	20148	1	0	20000	other	0
8001	57	Response	1	1009370	10632	0	NA	NA	NA	NA	NA	NA
8001	58	Picture	fix1	1019052	0	1	10157	1	0	10000	other	0
8001	59	Picture	NMK	1029376	0	1	20148	1	0	20000	other	0
8001	59	Response	1	1035910	6534	0	NA	NA	NA	NA	NA	NA
8001	60	Picture	fix1	1049690	0	1	10157	1	0	10000	other	0
8001	61	Picture	NWBM	1060014	0	1	20148	1	0	20000	other	0
8001	61	Response	2	1067242	7228	0	NA	NA	NA	NA	NA	NA
8001	62	Picture	fix1	1080328	0	1	10157	1	0	10000	other	0
8001	63	Picture	NWK	1090652	0	1	20148	1	0	20000	other	0
8001	63	Response	2	1098342	7690	0	NA	NA	NA	NA	NA	NA
8001	64	Picture	fix1	1110966	0	1	10157	1	0	10000	other	0
8001	65	Picture	NMBK	1121290	0	1	20148	1	0	20000	other	0
8001	65	Response	1	1128024	6734	0	NA	NA	NA	NA	NA	NA
8001	66	Picture	fix1	1141604	0	1	10157	1	0	10000	other	0
8001	67	Picture	NWM	1151927	0	1	20148	1	0	20000	other	0
8001	67	Response	2	1160158	8231	0	NA	NA	NA	NA	NA	NA
