Subject	Trial	Event Type	Code	Time	TTime	Uncertainty...7	Duration	Uncertainty...9	ReqTime	ReqDur	Stim Type	Pair Index
SB3_024	1	Picture	ripnp	10167	0	1	50131	1	0	50000	other	0
SB3_024	2	Picture	ricordaneutralprova	60465	0	1	50131	1	0	50000	other	0
SB3_024	3	Picture	tre	110762	0	1	10026	1	0	10000	other	0
SB3_024	4	Picture	due	120937	0	19	10044	19	0	10000	other	0
SB3_024	5	Picture	uno	131149	0	1	10026	1	0	10000	other	0
SB3_024	6	Picture	zero	141342	0	1	10193	1	0	10000	other	0
SB3_024	7	Picture	neutraltest	151702	0	1	167	1	0	10	other	0
SB3_024	8	Picture	NMM	152037	0	1	20052	1	0	20000	other	0
SB3_024	8	Response	1	158042	6005	0	NA	NA	NA	NA	NA	NA
SB3_024	9	Picture	fix1	172256	0	1	10026	1	0	10000	other	0
SB3_024	10	Picture	NWK	182449	0	1	20052	1	0	20000	other	0
SB3_024	10	Response	2	188559	6110	0	NA	NA	NA	NA	NA	NA
SB3_024	11	Picture	fix1	202669	0	1	10026	1	0	10000	other	0
SB3_024	12	Picture	NMK	212862	0	1	20052	1	0	20000	other	0
SB3_024	12	Response	1	217481	4620	0	NA	NA	NA	NA	NA	NA
SB3_024	13	Picture	fix1	233081	0	1	10026	1	0	10000	other	0
SB3_024	14	Picture	NWBK	243274	0	1	20052	1	0	20000	other	0
SB3_024	14	Response	2	249994	6720	0	NA	NA	NA	NA	NA	NA
SB3_024	15	Picture	fix1	263494	0	1	10026	1	0	10000	other	0
SB3_024	16	Picture	ripfp	273687	0	1	50131	1	0	50000	other	0
SB3_024	17	Picture	ricordafacceprova	323985	0	1	50131	1	0	50000	other	0
SB3_024	18	Picture	tre	374283	0	1	10026	1	0	10000	other	0
SB3_024	19	Picture	due	384476	0	1	10026	1	0	10000	other	0
SB3_024	20	Picture	uno	394669	0	1	10026	1	0	10000	other	0
SB3_024	21	Picture	zero	404862	0	1	10026	1	0	10000	other	0
SB3_024	22	Picture	faccetest	415056	0	1	167	1	0	10	other	0
SB3_024	23	Picture	FMG	415390	0	1	20052	1	0	20000	other	0
SB3_024	23	Response	2	428221	12831	0	NA	NA	NA	NA	NA	NA
SB3_024	24	Picture	fix1	435609	0	1	10026	1	0	10000	other	0
