Subject	Trial	Event Type	Code	Time	TTime	Uncertainty...7	Duration	Uncertainty...9	ReqTime	ReqDur	Stim Type	Pair Index
SB3_033	1	Picture	ripnp	10167	0	1	50131	1	0	50000	other	0
SB3_033	2	Picture	ricordaneutralprova	60465	0	1	50131	1	0	50000	other	0
SB3_033	3	Picture	tre	110764	0	1	10026	1	0	10000	other	0
SB3_033	4	Picture	due	120957	0	1	10026	1	0	10000	other	0
SB3_033	5	Picture	uno	131151	0	1	10026	1	0	10000	other	0
SB3_033	6	Picture	zero	141344	0	1	10026	1	0	10000	other	0
SB3_033	7	Picture	neutraltest	151537	0	1	167	1	0	10	other	0
SB3_033	8	Picture	NMM	151872	0	1	20053	1	0	20000	other	0
SB3_033	8	Response	1	157298	5427	0	NA	NA	NA	NA	NA	NA
SB3_033	9	Picture	fix1	172091	0	1	10026	1	0	10000	other	0
SB3_033	10	Picture	NWK	182285	0	1	20052	1	0	20000	other	0
SB3_033	10	Response	2	189360	7075	0	NA	NA	NA	NA	NA	NA
SB3_033	11	Picture	fix1	202504	0	1	10026	1	0	10000	other	0
SB3_033	12	Picture	NMK	212698	0	1	20052	1	0	20000	other	0
SB3_033	12	Response	1	217615	4917	0	NA	NA	NA	NA	NA	NA
SB3_033	13	Picture	fix1	232917	0	1	10026	1	0	10000	other	0
SB3_033	14	Picture	NWBK	243111	0	1	20053	1	0	20000	other	0
SB3_033	14	Response	2	246873	3762	0	NA	NA	NA	NA	NA	NA
SB3_033	15	Picture	fix1	263330	0	1	10026	1	0	10000	other	0
SB3_033	16	Picture	ripfp	273524	0	1	50131	1	0	50000	other	0
SB3_033	17	Picture	ricordafacceprova	323822	0	1	50131	1	0	50000	other	0
SB3_033	18	Picture	tre	374121	0	1	10026	1	0	10000	other	0
SB3_033	19	Picture	due	384314	0	1	10026	1	0	10000	other	0
SB3_033	20	Picture	uno	394507	0	1	10026	1	0	10000	other	0
SB3_033	21	Picture	zero	404701	0	1	10026	1	0	10000	other	0
SB3_033	22	Picture	faccetest	414894	0	1	167	1	0	10	other	0
SB3_033	23	Picture	FMG	415228	0	1	20053	1	0	20000	other	0
SB3_033	23	Response	2	426540	11312	0	NA	NA	NA	NA	NA	NA
SB3_033	24	Picture	fix1	435448	0	1	10026	1	0	10000	other	0
SB3_033	25	Picture	FWR	445641	0	1	20053	1	0	20000	other	0
SB3_033	25	Response	2	454597	8956	0	NA	NA	NA	NA	NA	NA
SB3_033	26	Picture	fix1	465861	0	1	10026	1	0	10000	other	0
SB3_033	27	Picture	HWG	476054	0	1	20053	1	0	20000	other	0
SB3_033	27	Response	1	481051	4997	0	NA	NA	NA	NA	NA	NA
SB3_033	28	Picture	fix1	496274	0	1	10026	1	0	10000	other	0
SB3_033	29	Picture	HMR	506467	0	1	20053	1	0	20000	other	0
SB3_033	29	Response	1	516924	10457	0	NA	NA	NA	NA	NA	NA
SB3_033	30	Picture	fix1	526687	0	1	10026	1	0	10000	other	0
SB3_033	31	Picture	ripn	536880	0	1	50131	1	0	50000	other	0
SB3_033	32	Picture	ricordaneutral	587179	0	1	50131	1	0	50000	other	0
SB3_033	33	Picture	avvneutral	637477	0	1	50131	1	0	50000	other	0
SB3_033	34	Picture	cinque	687776	0	1	10026	1	0	10000	other	0
SB3_033	35	Picture	quattro	697969	0	1	10026	1	0	10000	other	0
SB3_033	36	Picture	tre	708163	0	1	10026	1	0	10000	other	0
SB3_033	37	Picture	due	718356	0	1	10026	1	0	10000	other	0
SB3_033	38	Picture	uno	728549	0	1	10026	1	0	10000	other	0
SB3_033	39	Picture	zero	738743	0	1	10026	1	0	10000	other	0
SB3_033	40	Picture	pazzo	748936	0	1	167	1	0	10	other	0
SB3_033	41	Picture	NMBM	749270	0	1	20053	1	0	20000	other	0
SB3_033	41	Response	1	760331	11060	0	NA	NA	NA	NA	NA	NA
SB3_033	42	Picture	fix1	769490	0	1	10026	1	0	10000	other	0
SB3_033	43	Picture	NMK	779683	0	1	20053	1	0	20000	other	0
SB3_033	43	Response	1	791998	12315	0	NA	NA	NA	NA	NA	NA
