Subject	Trial	Event Type	Code	Time	TTime	Uncertainty...7	Duration	Uncertainty...9	ReqTime	ReqDur	Stim Type	Pair Index
SB3-024	1	Picture	ripnp	10167	0	1	50131	1	0	50000	other	0
SB3-024	2	Picture	ricordaneutralprova	60465	0	1	50131	1	0	50000	other	0
SB3-024	3	Picture	tre	110762	0	1	10026	1	0	10000	other	0
SB3-024	4	Picture	due	120956	0	1	10026	1	0	10000	other	0
SB3-024	5	Picture	uno	131149	0	1	10026	1	0	10000	other	0
SB3-024	6	Picture	zero	141342	0	1	10026	1	0	10000	other	0
SB3-024	7	Picture	neutraltest	151535	0	1	167	1	0	10	other	0
SB3-024	8	Picture	NMM	151870	0	1	20052	1	0	20000	other	0
SB3-024	8	Response	1	156474	4604	0	NA	NA	NA	NA	NA	NA
SB3-024	9	Picture	fix1	172089	0	1	10026	1	0	10000	other	0
SB3-024	10	Picture	NWK	182282	0	1	20052	1	0	20000	other	0
SB3-024	10	Response	2	191341	9059	0	NA	NA	NA	NA	NA	NA
SB3-024	11	Picture	fix1	202502	0	1	10026	1	0	10000	other	0
SB3-024	12	Picture	NMK	212695	0	1	20052	1	0	20000	other	0
SB3-024	12	Response	1	225711	13016	0	NA	NA	NA	NA	NA	NA
SB3-024	13	Picture	fix1	232914	0	1	10026	1	0	10000	other	0
SB3-024	14	Picture	NWBK	243107	0	1	20052	1	0	20000	other	0
SB3-024	14	Response	2	252008	8901	0	NA	NA	NA	NA	NA	NA
SB3-024	15	Picture	fix1	263327	0	1	10026	1	0	10000	other	0
SB3-024	16	Picture	ripfp	273520	0	1	50131	1	0	50000	other	0
SB3-024	17	Picture	ricordafacceprova	323818	0	1	50131	1	0	50000	other	0
SB3-024	18	Picture	tre	374116	0	1	10026	1	0	10000	other	0
SB3-024	19	Picture	due	384309	0	1	10026	1	0	10000	other	0
SB3-024	20	Picture	uno	394502	0	1	10026	1	0	10000	other	0
SB3-024	21	Picture	zero	404695	0	1	10026	1	0	10000	other	0
SB3-024	22	Picture	faccetest	414889	0	1	167	1	0	10	other	0
SB3-024	23	Picture	FMG	415223	0	1	20052	1	0	20000	other	0
SB3-024	24	Picture	fix1	435442	0	1	10026	1	0	10000	other	0
SB3-024	24	Response	2	436287	845	0	NA	NA	NA	NA	NA	NA
SB3-024	25	Picture	FWR	445635	0	1	20052	1	0	20000	other	0
