Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty_1	ReqTime	ReqDur	Stim Type	Pair Index
8016	1	Picture	ripnp	10166	0	1	50120	1	0	50000	other	0
8016	2	Picture	ricordaneutralprova	60452	0	1	50120	1	0	50000	other	0
8016	3	Picture	tre	110738	0	1	10157	1	0	10000	other	0
8016	4	Picture	due	121062	0	1	10157	1	0	10000	other	0
8016	5	Picture	uno	131386	0	1	10157	1	0	10000	other	0
8016	6	Picture	zero	141709	0	1	10157	1	0	10000	other	0
8016	7	Picture	neutraltest	152033	0	1	166	1	0	10	other	0
8016	8	Picture	NMM	152366	0	1	20148	1	0	20000	other	0
8016	9	Picture	fix1	172680	0	1	10157	1	0	10000	other	0
8016	9	Response	1	177174	4493	0	NA	NA	NA	NA	NA	NA
8016	10	Picture	NWK	183170	0	1	20148	1	0	20000	other	0
8016	10	Response	2	194220	11050	0	NA	NA	NA	NA	NA	NA
8016	11	Picture	fix1	203485	0	1	10157	1	0	10000	other	0
8016	12	Picture	NMK	213808	0	1	20148	1	0	20000	other	0
8016	12	Response	1	228086	14278	0	NA	NA	NA	NA	NA	NA
8016	13	Picture	fix1	234122	0	1	10157	1	0	10000	other	0
8016	14	Picture	NWBK	244446	0	1	20148	1	0	20000	other	0
8016	14	Response	2	251601	7155	0	NA	NA	NA	NA	NA	NA
8016	15	Picture	fix1	264760	0	1	10157	1	0	10000	other	0
8016	16	Picture	ripfp	275084	0	1	50120	1	0	50000	other	0
8016	17	Picture	ricordafacceprova	325370	0	1	50120	1	0	50000	other	0
8016	18	Picture	tre	375656	0	1	10157	1	0	10000	other	0
8016	19	Picture	due	385980	0	1	10157	1	0	10000	other	0
8016	20	Picture	uno	396303	0	1	10157	1	0	10000	other	0
8016	21	Picture	zero	406627	0	1	10157	1	0	10000	other	0
8016	22	Picture	faccetest	416951	0	1	166	1	0	10	other	0
8016	23	Picture	FMG	417284	0	1	20148	1	0	20000	other	0
8016	24	Picture	fix1	437598	0	1	10157	1	0	10000	other	0
8016	24	Response	2	438267	669	0	NA	NA	NA	NA	NA	NA
8016	25	Picture	FWR	447922	0	1	20148	1	0	20000	other	0
8016	25	Response	2	467738	19816	1	NA	NA	NA	NA	NA	NA
8016	26	Picture	fix1	468236	0	1	10157	1	0	10000	other	0
8016	27	Picture	HWG	478726	0	1	20148	1	0	20000	other	0
8016	27	Response	1	490987	12261	0	NA	NA	NA	NA	NA	NA
8016	28	Picture	fix1	499040	0	1	10157	1	0	10000	other	0
8016	29	Picture	HMR	509364	0	1	20148	1	0	20000	other	0
8016	29	Response	1	517658	8294	0	NA	NA	NA	NA	NA	NA
8016	30	Picture	fix1	529678	0	1	10157	1	0	10000	other	0
8016	31	Picture	ripn	540002	0	1	50120	1	0	50000	other	0
8016	32	Picture	ricordaneutral	590288	0	1	50120	1	0	50000	other	0
