Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty_1	ReqTime	ReqDur	Stim Type	Pair Index
8064	1	Picture	ripnp	10166	0	1	50120	1	0	50000	other	0
8064	2	Picture	ricordaneutralprova	60452	0	1	50120	1	0	50000	other	0
8064	3	Picture	tre	110738	0	1	10157	1	0	10000	other	0
8064	4	Picture	due	121062	0	1	10157	1	0	10000	other	0
8064	5	Picture	uno	131386	0	1	10157	1	0	10000	other	0
8064	6	Picture	zero	141709	0	1	10157	1	0	10000	other	0
8064	7	Picture	neutraltest	152033	0	1	166	1	0	10	other	0
8064	8	Picture	NMM	152366	0	1	20148	1	0	20000	other	0
8064	8	Response	1	158464	6098	0	NA	NA	NA	NA	NA	NA
8064	9	Picture	fix1	172680	0	1	10157	1	0	10000	other	0
8064	10	Picture	NWK	183170	0	1	20148	1	0	20000	other	0
8064	10	Response	2	189398	6228	0	NA	NA	NA	NA	NA	NA
8064	11	Picture	fix1	203485	0	1	10157	1	0	10000	other	0
8064	12	Picture	NMK	213808	0	1	20148	1	0	20000	other	0
8064	12	Response	1	219884	6076	0	NA	NA	NA	NA	NA	NA
8064	13	Picture	fix1	234122	0	1	10157	1	0	10000	other	0
8064	14	Picture	NWBK	244446	0	1	20148	1	0	20000	other	0
8064	14	Response	2	249382	4936	0	NA	NA	NA	NA	NA	NA
8064	15	Picture	fix1	264760	0	1	10157	1	0	10000	other	0
8064	16	Picture	ripfp	275084	0	1	50120	1	0	50000	other	0
8064	17	Picture	ricordafacceprova	325370	0	1	50120	1	0	50000	other	0
8064	18	Picture	tre	375656	0	1	10157	1	0	10000	other	0
8064	19	Picture	due	385980	0	1	10157	1	0	10000	other	0
8064	20	Picture	uno	396304	0	1	10157	1	0	10000	other	0
8064	21	Picture	zero	406627	0	1	10157	1	0	10000	other	0
8064	22	Picture	faccetest	416951	0	1	167	1	0	10	other	0
8064	23	Picture	FMG	417284	0	1	20148	1	0	20000	other	0
8064	23	Response	2	425116	7832	0	NA	NA	NA	NA	NA	NA
8064	24	Picture	fix1	437598	0	1	10157	1	0	10000	other	0
8064	25	Picture	FWR	447922	0	1	20148	1	0	20000	other	0
8064	25	Response	2	455853	7932	0	NA	NA	NA	NA	NA	NA
8064	26	Picture	fix1	468236	0	1	10157	1	0	10000	other	0
8064	27	Picture	HWG	478726	0	1	20148	1	0	20000	other	0
8064	27	Response	1	483399	4673	0	NA	NA	NA	NA	NA	NA
8064	28	Picture	fix1	499040	0	1	10157	1	0	10000	other	0
8064	29	Picture	HMR	509364	0	1	20148	1	0	20000	other	0
8064	29	Response	1	514278	4914	0	NA	NA	NA	NA	NA	NA
8064	30	Picture	fix1	529678	0	1	10157	1	0	10000	other	0
8064	31	Picture	ripn	540002	0	1	50120	1	0	50000	other	0
8064	32	Picture	ricordaneutral	590288	0	1	50119	1	0	50000	other	0
8064	33	Picture	avvneutral	640574	0	1	50120	1	0	50000	other	0
8064	34	Picture	cinque	690860	0	1	10157	1	0	10000	other	0
8064	35	Picture	quattro	701184	0	1	10157	1	0	10000	other	0
8064	36	Picture	tre	711507	0	1	10157	1	0	10000	other	0
8064	37	Picture	due	721831	0	1	10157	1	0	10000	other	0
8064	38	Picture	uno	732155	0	1	10157	1	0	10000	other	0
8064	39	Picture	zero	742478	0	1	10157	1	0	10000	other	0
8064	40	Picture	pazzo	752802	0	1	166	1	0	10	other	0
8064	41	Picture	NMBM	753135	0	1	20148	1	0	20000	other	0
8064	41	Response	1	758046	4911	0	NA	NA	NA	NA	NA	NA
8064	42	Picture	fix1	773449	0	1	10157	1	0	10000	other	0
8064	43	Picture	NMK	783773	0	1	20148	1	0	20000	other	0
8064	43	Response	1	792338	8565	0	NA	NA	NA	NA	NA	NA
8064	44	Picture	fix1	804087	0	1	10157	1	0	10000	other	0
8064	45	Picture	NWBM	814577	0	1	20148	1	0	20000	other	0
8064	45	Response	2	820547	5969	0	NA	NA	NA	NA	NA	NA
8064	46	Picture	fix1	834892	0	1	10157	1	0	10000	other	0
8064	47	Picture	NWK	845215	0	1	20148	1	0	20000	other	0
8064	47	Response	2	852404	7189	0	NA	NA	NA	NA	NA	NA
8064	48	Picture	fix1	865529	0	1	10157	1	0	10000	other	0
8064	49	Picture	NMBK	875853	0	1	20148	1	0	20000	other	0
8064	49	Response	1	883086	7233	0	NA	NA	NA	NA	NA	NA
8064	50	Picture	fix1	896167	0	1	10157	1	0	10000	other	0
8064	51	Picture	NWM	906490	0	1	20148	1	0	20000	other	0
8064	51	Response	2	912311	5821	0	NA	NA	NA	NA	NA	NA
8064	52	Picture	fix1	926805	0	1	10157	1	0	10000	other	0
8064	53	Picture	NMM	937129	0	1	20146	3	0	20000	other	0
8064	53	Response	1	942257	5128	0	NA	NA	NA	NA	NA	NA
8064	54	Picture	fix1	957443	0	1	10157	1	0	10000	other	0
8064	55	Picture	NWBK	967767	0	1	20148	1	0	20000	other	0
8064	55	Response	2	972965	5199	0	NA	NA	NA	NA	NA	NA
8064	56	Picture	fix1	988081	0	1	10157	1	0	10000	other	0
8064	57	Picture	NMBM	998405	0	1	20148	1	0	20000	other	0
